T,RESIDUALS,SIG_RESID
1999.64956,-2.19688,2.01558
1999.65229,-2.04607,2.10131
1999.65503,-0.85775,2.06644
1999.65777,-0.98992,2.12311
1999.66051,-1.75657,2.21320
1999.66324,-0.35571,2.17687
1999.66598,-1.24332,2.12601
1999.66872,-0.83542,2.07370
1999.67146,-2.12900,2.03156
1999.67420,-1.76005,2.18414
1999.67693,-4.65558,2.06353
1999.67967,-2.07358,2.03301
1999.68241,-1.96705,2.11439
1999.68515,-0.00199,2.18559
1999.68789,-1.47640,2.06062
1999.69062,-2.08526,2.02139
1999.69336,-3.03759,2.01993
1999.69610,-2.01537,1.96326
1999.69884,-1.68760,1.96617
1999.70157,-0.96029,2.02865
1999.70431,-1.47542,1.96617
1999.70705,-2.68799,2.03156
1999.70979,-1.04600,2.08097
1999.71253,-1.27345,2.03883
1999.71526,-3.86333,2.03883
1999.71800,0.08437,2.03447
1999.72074,-0.95536,2.04028
1999.72348,-2.18451,2.09259
1999.72621,-1.84907,2.18559
1999.72895,-2.55304,2.17542
1999.73169,-2.50341,2.10422
1999.73443,-3.35519,2.13183
1999.73717,-0.67636,2.06062
1999.73990,-0.26392,2.13328
1999.74264,-1.43386,2.08242
1999.74538,-1.84018,2.16089
1999.74812,-3.46088,2.28440
1999.75086,-1.76795,2.23790
1999.75359,-2.17237,2.09114
1999.75633,-0.41216,2.12166
1999.75907,-1.26730,2.07806
1999.76181,0.40622,2.07951
1999.76454,-0.62160,2.04900
1999.76728,-0.73275,2.11003
1999.77002,-0.93423,2.03592
1999.77276,-0.02603,2.02284
1999.77550,-0.97015,2.03156
1999.77823,-0.37257,2.13764
1999.78097,-2.15429,2.03301
1999.78371,-0.07631,2.14781
1999.78645,-0.17761,2.05917
1999.78919,-0.42420,2.01848
1999.79192,0.35095,1.98506
1999.79466,-1.66518,2.09841
1999.79740,-1.39856,2.08242
1999.80014,-1.64820,2.04464
1999.80287,-0.94608,2.05191
1999.80561,-1.96420,2.02284
1999.80835,-2.59254,2.05917
1999.81109,-3.26811,2.03447
1999.81383,-4.77590,2.04755
1999.81656,-1.61789,1.97780
1999.81930,-1.61008,2.13038
1999.82204,-2.92146,2.13183
1999.82478,-0.99103,2.15653
1999.82752,-0.50477,1.97053
1999.83025,-1.13669,2.26987
1999.83299,0.38124,2.01122
1999.83573,-0.75598,1.99669
1999.83847,-2.48335,2.09550
1999.84120,0.02415,2.05191
1999.84394,-1.90549,2.07661
1999.84668,-1.14424,2.04610
1999.84942,-2.47310,2.04174
1999.85216,0.14393,2.07371
1999.85489,-1.89313,2.00105
1999.85763,-3.78628,1.99233
1999.86037,-0.35151,2.01558
1999.86311,-4.00181,2.08969
1999.86585,-0.67917,1.99524
1999.86858,-3.03658,1.99814
1999.87132,-2.11404,2.00396
1999.87406,-3.21354,2.04319
1999.87680,-2.17706,1.95164
1999.87953,-1.88660,1.99524
1999.88227,-2.70816,1.99524
1999.88501,-3.54071,2.02139
1999.88775,-2.83427,2.08097
1999.89049,-1.66180,1.96763
1999.89322,-0.75832,2.05191
1999.89596,-0.18180,2.19577
1999.89870,-0.38625,2.12457
1999.90144,-0.74064,2.08533
1999.90418,-0.79098,1.99814
1999.90691,0.86674,2.00250
1999.90965,1.51654,2.06499
1999.91239,-0.51559,2.05772
1999.91513,-1.98462,2.12747
1999.91786,0.49145,2.03883
1999.92060,1.85562,2.01413
1999.92334,1.02090,2.08533
1999.92608,1.58431,2.00105
1999.92882,0.25185,2.03157
1999.93155,0.73753,2.04465
1999.93429,0.40335,2.19577
1999.93703,-0.71167,2.07080
1999.93977,1.41447,1.94438
1999.94251,1.03979,1.99960
1999.94524,0.94228,2.02140
1999.94798,1.11695,2.12602
1999.95072,-0.27417,2.06499
1999.95346,3.79990,2.09551
1999.95619,0.93119,2.08243
1999.95893,-1.25031,2.24518
